0.140044,-0.301813,0.022186
0.138618,-0.301998,0.018455
0.139195,-0.301903,0.01365
0.16029,-0.301706,0.032631
0.139831,-0.301793,0.006659
0.160097,-0.301647,-0.006106
0.160199,-0.30167,0.013251
0.178493,-0.301816,0.005406
0.180216,-0.301599,0.017902
0.169391,-0.301761,0.019005
0.180955,-0.301488,0.013002
0.180769,-0.301508,0.008599
0.164258,-0.30109,0.014128
0.168222,-0.300488,-0.004375
0.151864,-0.300121,0.033548
0.141882,-0.301535,0.025676
0.147751,-0.300709,0.031524
0.14423,-0.301211,0.028861
0.168103,-0.300599,0.032034
0.164277,-0.301137,0.033054
0.152489,-0.299947,-0.005983
0.172106,-0.299999,0.03009
0.137575,-0.299358,0.01974
0.141985,-0.301469,0.002344
0.164392,-0.301034,-0.005647
0.137093,-0.299402,0.010666
0.148628,-0.300504,-0.004561
0.144498,-0.301101,-0.00162
0.138618,-0.299177,0.005217
0.140495,-0.298943,0.026221
0.179236,-0.298923,0.005082
-0.324287,-0.301161,0.032868
-0.306985,-0.300564,0.015179
-0.317727,-0.300236,0.032018
-0.307475,-0.300398,0.024605
-0.306025,-0.300848,0.019341
-0.306515,-0.30069,0.023138
-0.322777,-0.3002,0.014835
0.17475,-0.299564,4e-06
-0.326971,-0.300398,0.014345
0.181287,-0.298655,0.015669
0.154386,-0.299765,0.034006
0.181939,-0.29856,0.012267
0.16033,-0.298817,-0.006738
0.140997,-0.298801,0.001237
-0.338605,-0.299801,0.029865
0.142961,-0.298603,0.029379
0.163744,-0.298421,0.033516
0.176217,-0.299402,0.026719
0.15754,-0.29922,-0.00675
-0.32929,-0.299675,0.033259
0.158883,-0.299125,0.034315
0.177553,-0.299165,0.002897
-0.310325,-0.299559,0.028213
-0.321813,-0.299003,0.033425
0.138646,-0.2992,0.022732
0.177489,-0.29922,0.02513
-0.347374,-0.300129,0.010425
-0.346975,-0.30022,0.022119
-0.348532,-0.299765,0.018088
0.171561,-0.300015,-0.002616
0.146269,-0.298129,0.03158
