-15.493,14.29,3.5299
27.288,29.492,-21.646
-27.832,-6.7427,-39.072
-25.716,-6.001,-43.048
-23.015,-7.4683,-41.114
2.302,3.6606,-44.95
0.031722,0.083128,-46.36
-14.157,0.45624,-27.733
27.491,22.359,-30.616
23.893,23.582,-32.225
25.646,20.684,-32.778
30.602,37.992,6.1198
-25.545,4.0014,-25.954
-23.137,3.5341,-24.513
6.3572,12.349,-41.897
-4.7046,22.953,2.5603
-5.3632,23.44,1.2854
29.734,78.813,-2.4411
-16.058,3.675,-57.265
-19.551,1.0601,-57.058
-20.755,1.7451,-54.534
-20.063,3.1258,-53.27
-13.792,1.1702,-59.544
-11.169,1.9427,-58.901
-20.721,-4.6862,-51.103
-21.591,-2.5554,-50.948
-20.853,-1.2761,-48.598
-19.535,-2.5322,-47.205
-21.001,1.9311,-51.15
-21.581,0.52946,-53.118
-33.62,3.8556,-41.636
-33.634,4.3876,-40.055
-30.5,6.8587,-39.725
-28.977,7.1448,-41.259
-28.044,4.7114,-45.049
-32.896,0.52038,-44.071
-33.3,2.1032,-43.592
-31.153,0.81032,-45.562
-31.478,-0.45524,-44.881
-28.108,-0.69817,-46.424
-24.655,-2.8484,-45.525
-27.756,-2.5462,-45.647
-28.101,-3.6038,-44.331
-27.036,-5.9657,-42.171
-31.59,-2.9544,-41.754
-17.1,-7.4013,-51.41
-11.621,-7.9995,-53.971
-18.651,1.0042,-46.485
-9.2253,10.819,-49.426
-12.317,-4.3951,-42.542
-25.751,0.023059,-46.416
-22.941,1.055,-45.024
24.884,78.807,6.1337
-25.67,10.58,-29.861
-21.659,25.399,3.6587
18.069,47.38,-11.167
-6.5872,-7.04,-59.031
-14.497,8.4071,-45.343
-5.1586,2.2541,-36.438
-9.2795,-1.3205,-39.536
7.1535,21.752,-37.357
18.056,36.322,-23.23
14.902,46.992,-3.2757
12.758,45.752,-0.05172
-2.7095,-15.567,-53.833
-0.95514,-15.578,-54.171
-4.7997,-17.64,-48.509
-4.5983,-16.989,-50.22
7.4958,36.865,-25.365
41.428,75.224,-3.555
-29.996,-9.5433,-22.457
-26.773,-6.0115,-22.793
22.681,25.118,-36.529
22.897,26.3,-34.537
-0.27001,-3.9622,-46.353
0.56384,11.535,-12.99
6.8743,12.061,-9.7995
1.8505,12.085,-11.414
25.202,17.47,-42.486
34.207,15.837,-46.345
-10.299,22.359,0.79428
-14.975,22.419,-0.81585
-9.8501,25.176,-0.58154
-3.7467,14.347,-10.011
-12.617,22.452,11.392
-5.9748,22.116,9.062
24.899,11.438,-35.279
15.192,33.585,4.01
12.628,30.957,2.5219
28.456,40.146,-10.195
22.988,25.024,-4.3751
33.992,24.438,-34.226
17.067,14.843,-9.7129
21.651,16.183,-17.395
16.585,24.792,3.033
28.092,25.956,-9.5883
28.585,27.043,-10.585
25.006,20.581,-16.284
25.647,22.575,-17.765
39.772,78.262,13.399
