-0.244175,-0.963346,-0.111101
0.104652,-0.925358,-0.364364
0.239977,-0.967481,-0.07995
0.062584,-0.9976,0.029633
-0.314996,-0.701229,0.639574
-0.563142,-0.698874,0.44096
-0.311713,-0.8936,0.322976
-0.63472,-0.772389,0.023359
-0.286965,-0.957711,-0.020996
-0.321051,-0.828883,-0.458127
-0.578699,-0.725925,-0.371672
-0.298991,-0.860846,0.411762
-0.623103,-0.778656,0.073743
-0.287983,-0.955698,0.060894
-0.520197,-0.709457,0.475464
-0.311747,-0.898477,-0.309115
-0.577555,-0.737546,-0.349939
-0.335637,-0.71841,-0.60929
0.013004,-0.91597,0.401035
-0.088115,-0.726424,0.681575
-0.021816,-0.998537,0.049467
-0.003914,-0.948084,-0.317997
-0.059422,-0.994048,0.091311
-0.073082,-0.877831,0.473362
-0.077264,-0.95923,-0.271862
-0.09155,-0.744548,-0.661262
0.06696,-0.817547,0.571956
0.16597,-0.91733,0.361883
0.088876,-0.870817,0.483508
0.141723,-0.983057,0.116249
0.083193,-0.945632,-0.314419
0.099362,-0.993295,-0.059093
0.214928,-0.901371,0.375946
0.153139,-0.979436,0.131356
0.112735,-0.930062,0.349678
0.091093,-0.970248,-0.224323
0.228049,-0.969705,-0.08756
0.070211,-0.978687,-0.192982
-0.218308,-0.972803,-0.077433
0.170299,-0.959454,0.224603
-0.307485,-0.90775,0.285382
0.190371,-0.924733,0.329587
0.379243,-0.924498,0.038445
0.227826,-0.973258,-0.029401
0.04416,-0.95444,-0.295116
0.544369,-0.536806,0.644595
0.347384,-0.912727,-0.215066
0.962007,-0.266837,-0.057789
0.183751,-0.910065,0.371506
-0.090385,-0.818803,0.566914
0.086668,-0.91106,0.403061
0.117711,-0.988968,0.089923
0.077006,-0.995794,0.049653
0.085109,-0.953971,-0.287568
0.114186,-0.993074,-0.027651
-0.113159,-0.849699,0.514982
0.095714,-0.915531,0.390695
-0.01275,-0.385857,0.92247
0.059249,-0.918673,-0.39055
-0.018005,-0.954909,-0.296353
-0.042971,-0.999063,-0.005076
0.305851,-0.799635,-0.516758
0.442837,-0.428328,-0.787674
0.091616,-0.991317,0.094322
0.112066,-0.9534,-0.280126
0.073776,-0.941483,-0.328889
0.106199,-0.907867,0.405585
0.834776,-0.172712,0.5228
0.693204,-0.585467,-0.420354
-0.086249,-0.870829,-0.48396
0.656191,-0.276057,-0.702286
0.478601,-0.861254,-0.170828
0.179424,-0.535598,-0.825192
-0.010109,-0.922316,-0.386303
0.233708,-0.727389,-0.645203
0.21314,-0.80556,-0.552851
-0.268317,-0.593551,-0.758751
-0.348022,-0.798224,-0.49165
-0.588899,-0.545977,-0.595909
-0.098285,-0.973178,0.208
0.311812,-0.944735,-0.101242
0.272757,-0.935495,0.224616
0.817413,-0.407922,0.406738
0.111779,-0.923404,0.367192
0.029041,-0.999344,-0.021634
0.277529,-0.934929,-0.221103
-0.536779,-0.80374,-0.256652
-0.718407,-0.660113,-0.219414
-0.57265,-0.456505,0.680937
-0.803725,-0.437905,0.402822
-0.921446,-0.38812,0.017302
-0.825849,-0.437974,-0.355179
-0.559519,-0.509538,-0.653689
-0.12829,-0.98791,-0.087039
0.169165,-0.938856,-0.299888
0.243305,-0.962988,0.116007
0.551671,-0.722999,0.41585
0.381136,-0.902703,0.199656
0.306756,-0.946462,-0.100546
-0.554784,-0.454868,0.696642
-0.785161,-0.44447,0.431241
-0.250556,-0.937032,0.243296
-0.92081,-0.385597,0.058515
-0.83979,-0.439123,-0.319256
-0.530921,-0.841151,0.102894
-0.580357,-0.43519,-0.688328
-0.770161,-0.633817,0.071609
-0.337195,-0.440939,0.831788
-0.437558,-0.510441,-0.740266
0.099797,-0.99162,0.082035
0.444091,-0.892189,-0.082358
-0.370093,-0.576227,0.728693
-0.259716,-0.942943,0.208339
-0.47409,-0.873447,0.111036
-0.288766,-0.465273,-0.836741
-0.226195,-0.634607,0.738992
-0.367049,-0.686279,-0.62793
0.368279,-0.829562,-0.419759
0.270776,-0.922574,-0.274841
-0.416292,-0.729359,0.542896
-0.111729,-0.977038,-0.18142
-0.161225,-0.928531,-0.33442
-0.250226,-0.772928,-0.583068
-0.232379,-0.554217,-0.799277
-0.254397,-0.861559,-0.439316
-0.476006,-0.789879,-0.386664
0.019296,-0.964535,-0.26325
0.186051,-0.982527,0.005004
0.362343,-0.821715,-0.439878
0.212964,-0.862214,-0.459601
0.336875,-0.68303,-0.648063
0.130762,-0.889882,-0.437049
-0.451327,-0.744448,0.492038
-0.214129,-0.908373,0.359177
-0.749107,-0.662119,-0.020905
-0.468499,-0.868202,-0.163504
-0.605157,-0.721948,0.335523
-0.506538,-0.833063,-0.222319
-0.228978,-0.916394,0.328316
-0.106022,-0.962055,-0.251417
-0.293642,-0.931727,-0.21368
-0.562279,-0.68753,-0.459505
-0.065769,-0.913665,-0.401112
0.742889,-0.253074,-0.619734
0.598139,-0.80101,-0.024744
0.147564,-0.325071,-0.934106
-0.108195,-0.850505,-0.514719
0.305452,-0.952208,4.1e-05
0.023603,-0.944924,0.326437
-0.176472,-0.972234,0.153683
-0.481372,-0.627568,0.611914
-0.066218,-0.990156,-0.123311
0.013913,-0.949252,0.314209
0.055694,-0.995618,-0.075125
-0.090029,-0.991702,-0.091767
-0.405907,-0.651346,-0.641084
0.859342,-0.214267,0.46435
